,car_name,price,instalment,mileage,depreciation,purchase_date,remaining,remaining_years,remaining_months,source
450,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line Sunroof 4 MATIC,171800,1833,40000,26685,2017/12/20,5 yrs 3 mths ,5,3,Carbuyer
451,Toyota Allion A15 (A),75800,858,118000,13803,2017/11/08,4 yrs 11 mths ,4,11,Carbuyer
452,Suzuki S-Cross 1.6 CVT 2WD Plus (A),52800,815,104000,12344,2016/03/17,3 yrs 6 mths ,3,6,Carbuyer
454,Hyundai Avante 1.6 S (A),114800,951,18000,12621,2021/07/29,8 yrs 10 mths ,8,10,Carbuyer
455,Bentley Continental GT 4.0 V8 S (A),348800,6740,96000,72220,2015/12/06,2 yrs 9 mths ,2,9,Carbuyer
456,Ferrari 488 GTB 3.9 (A),838800,9487,17000,122862,2017/02/09,4 yrs 11 mths ,4,11,Carbuyer
457,Audi A4 Sedan 2.0 TFSI S tronic (A),143800,1192,27000,17574,2019/09/30,7 yrs 0 mths ,7,0,Carbuyer
458,Volvo XC60 T6 R-Design (A),223800,1854,16000,24363,2020/09/15,8 yrs 0 mths ,8,0,Carbuyer
459,Mercedes-Benz CLA-Class CLA180 AMG Line (A),173800,1440,8000,18861,2020/09/28,8 yrs 0 mths ,8,0,Carbuyer
460,Mitsubishi Attrage 1.2 CVT Style (A),68800,601,71000,9997,2019/04/23,6 yrs 7 mths ,6,7,Carbuyer
461,Subaru Forester 2.0i-L (A),98800,904,64000,14557,2018/12/31,6 yrs 3 mths ,6,3,Carbuyer
462,Toyota Voxy Hybrid 1.8 V 7-Seater (A),133800,1223,40000,18708,2018/06/12,6 yrs 3 mths ,6,3,Carbuyer
463,Kia Cerato K3 1.6 EX (A),45800,740,97000,11412,2016/01/19,3 yrs 4 mths ,3,4,Carbuyer
464,Mazda 3 Sedan 1.5 Standard (A),59800,801,95000,13091,2016/12/10,4 yrs 1 mths ,4,1,Carbuyer
465,Subaru Forester 2.0 XT (A),71800,1084,107000,17099,2016/04/28,3 yrs 7 mths ,3,7,Carbuyer
466,Hyundai Avante 1.6 S (A),113800,943,20000,12677,2021/06/16,8 yrs 9 mths ,8,9,Carbuyer
467,Volvo V40 T4 R-Design (A),32800,1678,168000,17003,2013/09/26,1 yrs 0 mths ,1,0,Carbuyer
468,Audi Q5 2.0 TFSI qu S Tronic Sport (A),175800,1503,70000,21947,2019/06/24,6 yrs 9 mths ,6,9,Carbuyer
469,Land Rover Discovery Sport 2.0 Si4 SE 7-Seater (A),123800,1492,109100,20716,2017/04/21,4 yrs 7 mths ,4,7,Carbuyer
471,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),82800,1438,114800,20895,2015/08/10,3 yrs 1 mths ,3,1,Carbuyer
472,Citroen C4 Grand Picasso 1.6 THP (A),62800,891,105000,14499,2016/08/07,3 yrs 10 mths ,3,10,Carbuyer
473,McLaren GT 4.0 V8 (A),858800,7114,32000,85625,2020/11/20,8 yrs 2 mths ,8,2,Carbuyer
474,Audi Q3 1.4 TFSI S tronic (A),166800,1382,20228,18573,2020/10/28,8 yrs 1 mths ,8,1,Carbuyer
475,Honda Civic 1.6 VTi (A),88800,885,72862,13857,2018/05/17,5 yrs 8 mths ,5,8,Carbuyer
476,Nissan Qashqai 1.2 DIG-T Premium (A),67800,845,75581,13693,2017/02/18,4 yrs 5 mths ,4,5,Carbuyer
477,MINI Cooper S 1.6A Sunroof,95800,794,85510,9580,2012/03/19,9 yrs 2 mths ,9,2,Carbuyer
478,Toyota RAV4 2.0 Premium (A),110800,1134,83830,16345,2018/03/28,5 yrs 6 mths ,5,6,Carbuyer
479,Hyundai Avante 1.6 ‘S’ (A),90800,753,32000,11205,2020/12/02,7 yrs 5 mths ,7,5,Carbuyer
480,Mercedes-Benz GLA-Class GLA180 Urban Edition,128800,1101,35981,17057,2019/06/06,6 yrs 9 mths ,6,9,Carbuyer
481,Volvo V40 T4 Momentum (A),106800,954,28312,14676,2019/02/22,6 yrs 5 mths ,6,5,Carbuyer
482,MINI One 5-Door 1.5 (A),132800,1100,8387,14966,2021/01/29,8 yrs 4 mths ,8,4,Carbuyer
483,Toyota Prius Hybrid 1.8 (A),54888,953,132000,16587,2015/02/11,3 yrs 1 mths ,3,1,Carbuyer
484,Mazda CX-3 2.0 Deluxe (A),107800,893,17418,13411,2019/11/15,7 yrs 2 mths ,7,2,Carbuyer
485,Volkswagen Scirocco GP 1.4A TSI,74800,966,83482,15093,2016/12/28,4 yrs 3 mths ,4,3,Carbuyer
486,Mercedes-Benz A-Class A200 AMG Line (A),151800,1258,43538,18135,2019/12/31,7 yrs 3 mths ,7,3,Carbuyer
487,Honda Vezel  1.5 X (A),55800,825,83963,13791,2016/10/05,3 yrs 8 mths ,3,8,Carbuyer
488,Nissan Sylphy 1.5 Premium (A),74800,727,44388,11358,2018/07/16,5 yrs 10 mths ,5,10,Carbuyer
489,Nissan X-Trail 2.0 (A),57800,1030,108400,15236,2015/09/23,3 yrs 0 mths ,3,0,Carbuyer
490,BMW X1 sDrive18i M Sport (A),177800,1473,46,16464,2021/12/31,9 yrs 3 mths ,9,3,Carbuyer
491,Kia Cerato 1.6 EX (A),118800,985,7033,11769,2022/01/20,9 yrs 4 mths ,9,4,Carbuyer
492,Volkswagen Beetle Cabriolet 1.2 TSI DSG (A),133800,1144,23258,17797,2019/06/21,6 yrs 9 mths ,6,9,Carbuyer
493,MINI One 3-Door  1.5 (A),100800,979,34630,15761,2018/07/30,5 yrs 10 mths ,5,10,Carbuyer
494,Mercedes-Benz CLA-Class CLA180 (A),82800,1175,132000,18089,2016/07/14,3 yrs 10 mths ,3,10,Carbuyer
495,Honda Vezel  1.5 X (A),61800,895,131222,14012,2016/06/27,3 yrs 9 mths ,3,9,Carbuyer
496,Mitsubishi Attrage 1.2 CVT (A),67800,620,68676,10315,2019/04/01,6 yrs 3 mths ,6,3,Carbuyer
497,Audi A4 Sedan 2.0 TFSI S tronic (A),138800,1213,26843,17945,2019/04/27,6 yrs 7 mths ,6,7,Carbuyer
498,Kia Cerato K3 1.6 SX (A),70800,766,68677,12104,2017/11/16,5 yrs 2 mths ,5,2,Carbuyer
499,Mercedes-Benz GLC-Class GLC300 4MATIC (A),276800,2293,16977,28991,2020/12/18,8 yrs 3 mths ,8,3,Carbuyer
500,Nissan Kicks e-POWER Hybrid Premium (A),112800,935,25276,13200,2020/11/08,7 yrs 11 mths ,7,11,Carbuyer
501,Toyota Picnic 2.0A,45800,663,236000,4580,2006/07/26,3 yrs 9 mths ,3,9,Carbuyer
502,Kia Niro Hybrid 1.6 EX (A),116800,968,55000,13094,2020/04/12,8 yrs 2 mths ,8,2,Carbuyer
503,Subaru Impreza 5D 1.6i-S (A),68800,803,42521,12980,2017/06/14,4 yrs 9 mths ,4,9,Carbuyer
504,Lexus ES 250 2.5 Luxury (A),176800,1480,19000,21168,2019/08/23,6 yrs 11 mths ,6,11,Carbuyer
505,Honda Fit 1.3 A G F PACKAGE,77800,645,12317,9256,2020/09/10,8 yrs 1 mths ,8,1,Carbuyer
506,Subaru XV 2.0i-S EyeSight (A),111800,927,41763,14044,2020/06/02,7 yrs 5 mths ,7,5,Carbuyer
507,BMW 7 Series 740Li (A),139000,2765,99564,23349,2015/02/06,2 yrs 8 mths ,2,8,Carbuyer
508,Mercedes-Benz GLC-Class Coupe GLC250 AMG Line 4MATIC (A),210800,1802,51288,26307,2019/06/28,6 yrs 9 mths ,6,9,Carbuyer
509,MINI Cooper Convertible 1.5 (A),91800,1207,93000,18807,2016/11/17,4 yrs 2 mths ,4,2,Carbuyer
510,Honda Civic 1.6 i-VTEC (A),66800,912,85000,14180,2016/09/14,4 yrs 0 mths ,4,0,Carbuyer
511,Honda Vezel  1.5 X (A) Honda sensing,64800,884,68000,14409,2016/09/23,4 yrs 0 mths ,4,0,Carbuyer
512,Mitsubishi Outlander 2.0 CVT Style 7-Seater (A),133800,1109,19724,14967,2020/09/25,8 yrs 0 mths ,8,0,Carbuyer
514,Nissan Note 1.2 (A),67800,643,72668,10777,2018/09/27,6 yrs 0 mths ,6,0,Carbuyer
515,Audi A6 1.8 TFSI Ultra S-tronic (A) (Past Model),104800,1378,70500,19611,2016/11/30,4 yrs 2 mths ,4,2,Carbuyer
516,Audi A3 Sportback 1.0 TFSI S tronic (A),118800,985,50668,14273,2020/03/19,7 yrs 6 mths ,7,6,Carbuyer
517,Mazda 6 Sedan 2.0 Executive (A),87888,925,68000,14143,2018/01/31,5 yrs 4 mths ,5,4,Carbuyer
518,Hyundai Tucson 1.6 GLS DCT Turbo S (A),84888,991,48000,15682,2017/06/17,4 yrs 9 mths ,4,9,Carbuyer
519,Audi Q3 1.4 TFSI S tronic (A),181800,1506,17999,18825,2021/09/07,8 yrs 10 mths ,8,10,Carbuyer
520,Honda Civic 1.6 i-VTEC (A),89888,885,70000,13709,2018/06/29,5 yrs 9 mths ,5,9,Carbuyer
521,Land Rover Range Rover Evoque Diesel 2.0 SE 5-door (A),127800,1059,115000,13462,2012/12/04,9 yrs 5 mths ,9,5,Carbuyer
522,Volkswagen Golf Sport 1.4 TSI DSG (A),84800,960,30000,14555,2017/08/18,4 yrs 11 mths ,4,11,Carbuyer
523,Kia Cerato K3 1.6L (A),64800,733,130000,11863,2017/08/22,4 yrs 11 mths ,4,11,Carbuyer
524,Toyota Corolla Altis 1.6 (A),53800,530,137000,9324,2008/11/06,5 yrs 9 mths ,5,9,Carbuyer
527,Honda Civic 1.5 VTEC Turbo (A),91800,1055,74577,16265,2017/07/25,4 yrs 10 mths ,4,10,Carbuyer
528,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),179800,1490,35000,18967,2021/01/21,8 yrs 4 mths ,8,4,Carbuyer
529,Mercedes-Benz S-Class S320L (A),318800,2641,36000,35271,2019/08/10,7 yrs 1 mths ,7,1,Carbuyer
530,Honda Shuttle 1.5 G Honda Sensing (A),54800,828,96249,14303,2016/04/15,3 yrs 7 mths ,3,7,Carbuyer
531,Audi Q2 1.4 TFSI COD S tronic (A),114800,1050,65360,16147,2018/11/12,6 yrs 3 mths ,6,3,Carbuyer
534,Lexus UX 200 2.0 Executive (A),155800,1291,37127,17032,2020/08/13,7 yrs 11 mths ,7,11,Carbuyer
535,Land Rover Range Rover Evoque Mild Hybrid 2.0A R-Dynamic SE,210888,1747,21500,23476,2020/07/15,7 yrs 10 mths ,7,10,Carbuyer
536,Mercedes-Benz A-Class A180 (A),155800,1291,26000,16883,2020/11/13,8 yrs 2 mths ,8,2,Carbuyer
537,Mazda 3 Sedan 1.6 Deluxe (A) Sunroof,62800,811,96000,12994,2016/12/14,4 yrs 3 mths ,4,3,Carbuyer
538,Mercedes-Benz E-Class Saloon E200 Avantgarde (A),191800,1589,66300,21943,2019/09/10,7 yrs 1 mths ,7,1,Carbuyer
539,Audi Q2 1.0 TFSI S tronic (A),141800,1175,12388,15247,2021/02/27,8 yrs 5 mths ,8,5,Carbuyer
540,Audi A4 Sedan 2.0 TFSI S tronic (A),154800,1283,36000,17892,2020/03/26,7 yrs 6 mths ,7,6,Carbuyer
541,Audi A5 Sportback 2.0 TFSI S tronic (A),181800,1506,35900,19358,2020/12/16,8 yrs 3 mths ,8,3,Carbuyer
542,Mercedes-Benz GLA-Class GLA200 Sport Executive (A),194800,1614,194800,23672,2020/10/20,8 yrs 1 mths ,8,1,Carbuyer
543,Mercedes-Benz A-Class A180 Style (A),95800,1052,69872,16921,2017/10/16,5 yrs 1 mths ,5,1,Carbuyer
544,Mercedes-Benz GLA-Class GLA180 (A),136800,1134,54960,16597,2020/11/02,7 yrs 5 mths ,7,5,Carbuyer
546,Chevrolet Cruze 1.6 (A),46800,739,85000,11380,2016/02/24,3 yrs 5 mths ,3,5,Carbuyer
547,Mazda 3 Sedan 1.5 SP (A),60800,758,70000,12304,2017/03/03,4 yrs 5 mths ,4,5,Carbuyer
548,Mercedes-Benz C-Class Coupé C180 (A),153800,1494,50000,22144,2018/07/17,5 yrs 10 mths ,5,10,Carbuyer
549,Honda Odyssey 2.4 7-Seater (A),101800,1227,75314,18390,2017/06/04,4 yrs 7 mths ,4,7,Carbuyer
550,SEAT Arona 1.0 EcoTSI DSG FR (A),102800,852,40402,11840,2020/11/27,8 yrs 2 mths ,8,2,Carbuyer
551,Porsche Macan S PDK 3.0 (A),174800,2822,78127,36783,2016/01/22,3 yrs 4 mths ,3,4,Carbuyer
552,Mazda 3 Sedan 1.5 Standard (A),84800,785,53549,12497,2018/11/20,6 yrs 2 mths ,6,2,Carbuyer
553,Lexus NX 300 2.0 Luxury Moonroof (A),153800,1618,77000,21974,2018/01/31,5 yrs 4 mths ,5,4,Carbuyer
554,Volkswagen Passat GT 2.0A TSI Sunroof,172800,1432,8278,17141,2021/08/30,8 yrs 11 mths ,8,11,Carbuyer
555,Mazda CX-30 2.0 Elegance (A),135800,1125,17600,14310,2021/06/16,8 yrs 9 mths ,8,9,Carbuyer
556,Hyundai Avante 1.6 (A) S,107800,893,23800,12384,2021/06/03,8 yrs 6 mths ,8,6,Carbuyer
557,Porsche Cayman S PDK 3.4 (A),298800,5059,59900,69718,2015/11/20,3 yrs 2 mths ,3,2,Carbuyer
558,Honda Vezel  1.5 X (A),89800,803,49988,12820,2019/02/22,6 yrs 5 mths ,6,5,Carbuyer
559,Volvo XC90 T5 Momentum (A),179800,1974,48000,27464,2017/10/27,5 yrs 1 mths ,5,1,Carbuyer
560,Audi Q2 1.0A TFSI S-Tronic,117800,986,45617,15115,2019/08/22,6 yrs 11 mths ,6,11,Carbuyer
562,Honda City 1.5 SV (A),71800,777,43400,12589,2017/11/17,5 yrs 2 mths ,5,2,Carbuyer
563,Renault Kadjar 1.3T TCe (A),123800,1026,3500,12032,2022/02/22,9 yrs 5 mths ,9,5,Carbuyer
564,Mercedes-Benz A-Class A180 Style (A),68800,1062,113000,16571,2016/03/28,3 yrs 6 mths ,3,6,Carbuyer
565,Mercedes-Benz E-Class E200 (A),17800,842,188000,15396,2003/11/18,1 yrs 1 mths ,1,1,Carbuyer
567,Volkswagen Sharan 2.0 TSI DSG (A),149900,1242,42037,14990,2020/12/03,7 yrs 6 mths ,7,6,Carbuyer
568,Volkswagen Tiguan R-Line 2.0 TSI DSG (A),127500,1400,78041,12750,2017/10/31,5 yrs 1 mths ,5,1,Carbuyer
569,Kia Cerato K3 1.6 EX (A),38500,790,118055,3850,2015/04/28,2 yrs 7 mths ,2,7,Carbuyer
570,Lamborghini Urus 4.0 V8 (A),968800,8025,4000,96880,2021/10/15,9 yrs 1 mths ,9,1,Carbuyer
571,Toyota Harrier 2.0 Premium Panoramic (A),84800,1203,75144,8480,2016/07/14,3 yrs 10 mths ,3,10,Carbuyer
572,Mercedes-Benz GLA-Class GLA200 AMG Line (A),192500,1595,16942,19250,2020/10/22,8 yrs 1 mths ,8,1,Carbuyer
573,BMW 3 Series Sedan 320i Edition Sport [MY18] (A),45600,2540,97474,23467,2013/08/31,11 mths ,11,0,Carbuyer
574,Volvo XC90 T5 Momentum (A),213800,1910,36000,27142,2019/02/14,6 yrs 5 mths ,6,5,Carbuyer
575,Volvo XC40 T5 R-Design (A),188800,1564,9000,19863,2021/04/23,8 yrs 7 mths ,8,7,Carbuyer
576,Volkswagen T-Cross 1.0 TSI DSG R-Line (A),126800,1051,6000,12952,2021/07/26,8 yrs 10 mths ,8,10,Carbuyer
577,Land Rover Discovery 3.0 TDV6 HSE 7-Seater (A),205000,2098,29690,20500,2018/03/13,5 yrs 6 mths ,5,6,Carbuyer
578,Porsche Cayenne SG 50 Edition 3.6 (A),223800,3613,100000,22380,2016/12/01,3 yrs 4 mths ,3,4,Carbuyer
579,Mercedes-Benz E-Class E250 Avantgarde (A),148800,1793,95000,14880,2017/10/04,4 yrs 7 mths ,4,7,Carbuyer
580,Honda Shuttle Hybrid 1.5 LED Honda Sensing (A),81800,816,40000,8180,2018/05/25,5 yrs 8 mths ,5,8,Carbuyer
581,Porsche 911 Cabriolet Carrera PDK 3.0 (A),515800,5208,50000,51580,2018/02/05,5 yrs 7 mths ,5,7,Carbuyer
582,Porsche 911 GT3 4.0 (M),908888,8507,5000,90889,2018/10/19,6 yrs 1 mths ,6,1,Carbuyer
583,Mercedes-Benz A-Class Saloon A180 Progressive (A),158800,1316,25000,15880,2021/01/18,8 yrs 4 mths ,8,4,Carbuyer
584,Mercedes-Benz C-Class Coupé C180 (A),61800,1683,100000,6180,2014/03/09,1 yrs 11 mths ,1,11,Carbuyer
585,Mercedes-Benz C-Class Saloon C180 Avantgarde (A),133800,1268,90000,13380,2018/09/19,6 yrs 0 mths ,6,0,Carbuyer
586,Mercedes-Benz S-Class S400L Hybrid (A),117800,4061,100000,11780,2014/03/13,1 yrs 6 mths ,1,6,Carbuyer
587,Audi R8 5.2 FSI RWD S tronic (A) New Facelift,699800,5797,2000,69980,2022/02/28,9 yrs 5 mths ,9,5,Carbuyer
588,Mercedes-Benz GLA-Class GLA200 Sport Executive (A),196800,1631,10000,20034,2021/06/25,8 yrs 9 mths ,8,9,Carbuyer
589,Porsche 911 Cabriolet Carrera S PDK 3.0 (A),688800,5706,15000,68880,2021/01/25,8 yrs 4 mths ,8,4,Carbuyer
590,BMW 3 Series Sedan 320i (A),175800,1457,68000,20084,2019/12/31,7 yrs 3 mths ,7,3,Carbuyer
591,Mercedes-Benz GLA-Class GLA180 Urban Edition [2019] (A),152800,1266,38000,17072,2020/10/29,8 yrs 1 mths ,8,1,Carbuyer
592,Mercedes-Benz GLA-Class GLA180 Urban Edition [2019] (A),128800,1164,76000,17724,2019/01/30,6 yrs 4 mths ,6,4,Carbuyer
593,Renault Megane GT-Line Diesel 1.5T dCi (A),54800,763,88000,5480,2016/08/15,3 yrs 11 mths ,3,11,Carbuyer
594,Mercedes-Benz CLA-Class CLA180 (A),87888,1155,89000,17739,2016/11/25,4 yrs 2 mths ,4,2,Carbuyer
595,Mercedes-Benz E-Class E200 CGI (A),99880,828,116000,12008,2010/12/28,8 yrs 3 mths ,8,3,Carbuyer
596,Mercedes-Benz CLA-Class Coupe Platinum Motor Edition CLA180 AMG Line Premium Plus (A),199800,1655,7000,18835,2022/01/20,9 yrs 4 mths ,9,4,Carbuyer
597,Mercedes-Benz CLA-Class Coupe Platinum Motor Edition CLA180 AMG Line (A),167800,1390,37000,18343,2020/08/28,7 yrs 11 mths ,7,11,Carbuyer
598,Mercedes-Benz CLA-Class CLA180 (A),130800,1196,28000,18221,2019/02/01,6 yrs 3 mths ,6,3,Carbuyer
599,Audi A3 Sedan Mild Hybrid 1.0 TFSI S tronic (A),161800,1341,6000,17133,2021/06/15,8 yrs 9 mths ,8,9,Carbuyer
600,Volkswagen Touran 1.4 TSI DSG R-Line Sunroof (A),105800,979,45000,15048,2018/05/12,6 yrs 2 mths ,6,2,Carbuyer
601,BMW 2 Series Gran Tourer 216i Luxury (A),165800,1374,15000,16440,2021/01/07,8 yrs 9 mths ,8,9,Carbuyer
602,Audi A3 Sportback 1.0 TFSI S tronic (A),114800,951,32000,14032,2020/01/23,7 yrs 4 mths ,7,4,Carbuyer
603,Nissan Juke 1.6 (A),59800,903,92000,14286,2016/07/04,3 yrs 7 mths ,3,7,Carbuyer
604,Mazda 3 Sedan Mild Hybrid  1.5 Elegance (A),117800,976,19000,13131,2021/04/15,8 yrs 7 mths ,8,7,Carbuyer
605,Nissan Sylphy 1.6 Signature (A),101800,844,18000,11696,2020/03/09,7 yrs 11 mths ,7,11,Carbuyer
606,Nissan Juke 1.6 (A),53800,911,56000,14229,2015/11/11,3 yrs 2 mths ,3,2,Carbuyer
607,Mazda CX-5 2.0 Luxury (A),132800,1100,17000,16054,2020/02/21,7 yrs 5 mths ,7,5,Carbuyer
608,Hyundai Avante 1.6 (A),124800,1034,13000,13262,2021/10/25,9 yrs 1 mths ,9,1,Carbuyer
609,Hyundai Avante 1.6 (A),111800,927,23000,12976,2021/01/14,8 yrs 4 mths ,8,4,Carbuyer
610,Mazda 3 Hatchback 2.0 Sport (A),61800,933,80000,14206,2016/04/05,3 yrs 7 mths ,3,7,Carbuyer
611,Suzuki Swift 1.0 Turbo Standard (A),88800,736,34000,10685,2020/03/25,7 yrs 6 mths ,7,6,Carbuyer
612,Subaru Forester 2.0i-L (A),81800,873,140000,14244,2017/12/15,5 yrs 3 mths ,5,3,Carbuyer
613,Honda Stream 1.8 RSZ Sunroof (A),70800,633,181000,10987,2009/12/02,6 yrs 5 mths ,6,5,Carbuyer
614,Honda Fit 1.3 G F-Package (A),74800,684,60000,11425,2018/12/24,6 yrs 3 mths ,6,3,Carbuyer
615,Honda Jade 1.5 RS VTEC Turbo (A),80800,990,64000,15309,2017/03/21,4 yrs 6 mths ,4,6,Carbuyer
617,Mercedes-Benz Vito 109 Long Wheel Base (A),49800,581,84000,10283,2017/06/15,4 yrs 9 mths ,4,9,Carbuyer
618,Toyota Camry 2.4 (A),41800,504,158000,8980,2007/06/06,4 yrs 7 mths ,4,7,Carbuyer
620,Toyota Harrier Turbo 2.0 G Luxury (A),117800,1090,156750,15574,2018/11/22,6 yrs 2 mths ,6,2,Carbuyer
621,Toyota Wish 1.8 (A),21800,752,190000,4360,2009/03/30,1 yrs 6 mths ,1,6,Carbuyer
622,Mercedes-Benz GLB-Class GLB250 AMG Line Premium 7-Seater (A),208800,1730,19500,21207,2021/08/19,8 yrs 11 mths ,8,11,Carbuyer
623,Volkswagen Tiguan 1.4 TSI DSG EQP (A) Comfortline,125800,1150,43574,12580,2018/12/31,6 yrs 3 mths ,6,3,Carbuyer
624,BMW 3 Series Sedan 318i (A),79800,1110,122000,7980,2016/08/18,3 yrs 11 mths ,3,11,Carbuyer
625,Skoda Octavia 1.5 TSI e-TEC Ambition (A),137800,1142,24000,13780,2021/09/29,9 yrs 0 mths ,9,0,Carbuyer
626,Mercedes-Benz E-Class Saloon E220d Sport (A),221800,1838,31200,22979,2021/02/01,8 yrs 3 mths ,8,3,Carbuyer
627,B.M.W. 530I LED NAV HUD MSPT,185800,1782,92000,24711,2018/08/08,5 yrs 11 mths ,5,11,Carbuyer
628,SUBARU FORESTER 2.0XT CVT AWD SR,75000,1023,107000,7500,2016/09/15,4 yrs 0 mths ,4,0,Carbuyer
629,B.M.W. 435I CONVERTIBLE AT D/AB HID NAV HUD,116800,2729,89000,29913,2014/12/31,2 yrs 3 mths ,2,3,Carbuyer
630,VOLVO XC90 T5 MOMENTUM (A) AWD,127800,1929,108000,25349,2016/04/15,3 yrs 7 mths ,3,7,Carbuyer
631,SEAT Toledo 1.4 TSI DSG Style (A),89800,744,17200,8980,2021/12/01,8 yrs 4 mths ,8,4,Carbuyer
633,Hino 300 Diesel 4.0 XZU710R-HKMMV3 14FT [Euro VI] (M),77800,688,45000,11764,2019/03/21,6 yrs 6 mths ,6,6,Carbuyer
634,Hino 300 Diesel 4.0 XZU710R-HKMMV3 14FT [Euro VI] (M),83800,695,14000,11763,2019/09/24,7 yrs 0 mths ,7,0,Carbuyer
638,BMW 2 Series Gran Tourer 216i Luxury (A),135800,1125,41000,15913,2020/01/22,7 yrs 4 mths ,7,4,Carbuyer
639,Honda Civic 1.6 VTi (A),90800,861,82688,9080,2018/09/25,6 yrs 0 mths ,6,0,Carbuyer
641,Nissan NV200 1.5 Panel Van (M),58388,547,109000,9424,2018/10/26,6 yrs 1 mths ,6,1,Carbuyer
642,BMW 5 Series Sedan 520i Highline (A),58888,2031,90000,5889,2014/03/31,1 yrs 6 mths ,1,6,Carbuyer
643,Volkswagen Jetta 1.4 TSI DSG (A),27800,1013,122000,15629,2014/02/28,1 yrs 5 mths ,1,5,Carbuyer
644,Mazda 3 Sedan 1.6 (A),62800,722,115000,6280,2017/07/19,4 yrs 10 mths ,4,10,Carbuyer
645,Honda Civic 1.6 i-VTEC (A),89800,884,29000,13868,2018/08/06,5 yrs 9 mths ,5,9,Carbuyer
647,MERCEDES BENZ E250 CABRIOLET (R18),111800,2161,113000,29771,2015/08/06,2 yrs 9 mths ,2,9,Carbuyer
653,MERCEDES BENZ E200 SPORT M-HYBRID SALOON,238800,1978,17000,23516,2021/06/08,8 yrs 11 mths ,8,11,Carbuyer
654,VOLKSWAGEN JETTA GP 1.4 TSI 90 A/T TL 1632G5,51800,877,90000,13309,2015/11/30,3 yrs 2 mths ,3,2,Carbuyer
657,MERCEDES BENZ GLA180 (R18 BI),81800,1352,87000,20688,2016/05/01,3 yrs 3 mths ,3,3,Carbuyer
658,B.M.W. 216I GT LED,117800,1130,77000,16918,2018/08/13,5 yrs 11 mths ,5,11,Carbuyer
659,Nissan Serena e-POWER Hybrid Highway Star Premium 7-seater  (A),146800,1216,38600,18018,2020/02/28,7 yrs 5 mths ,7,5,Carbuyer
660,Honda City 1.5 SV (A),79800,766,52400,7980,2018/08/21,5 yrs 11 mths ,5,11,Carbuyer
661,BMW 4 Series Coupé 440i M Sport (A),209800,2038,29000,28685,2018/07/20,5 yrs 10 mths ,5,10,Carbuyer
662,Subaru Forester 2.0A XT Sunroof,90888,1061,79888,9089,2017/06/29,4 yrs 9 mths ,4,9,Carbuyer
664,Mercedes-Benz GLB-Class GLB35 AMG 4MATIC Premium Plus 7-Seater,282888,2344,20300,28289,2021/03/30,8 yrs 6 mths ,8,6,Carbuyer
666,Maserati Quattroporte Sport GTS 4.7A,160888,1333,50555,17171,2012/01/16,9 yrs 4 mths ,9,4,Carbuyer
668,Toyota Sienta 1.5 Elegance (OPC),92800,769,23480,11645,2019/10/21,7 yrs 1 mths ,7,1,Carbuyer
669,BMW X5 xDrive45e Plug-in Hybrid xLine,380888,3155,2000,38089,2022/02/28,9 yrs 5 mths ,9,5,Carbuyer
670,Audi A1 Sportback 1.4A TFSI S-tronic,105888,878,129888,10589,2012/06/27,9 yrs 9 mths ,9,9,Carbuyer
671,Mercedes-Benz S-Class S300L Sunroof,135888,1126,127000,15543,2012/06/03,8 yrs 8 mths ,8,8,Carbuyer
672,Honda Shuttle 1.5 G (A),69800,790,90810,13148,2017/08/18,4 yrs 11 mths ,4,11,Carbuyer
673,Volkswagen Beetle 1.2 TSI Sunroof (A),106800,923,30060,14431,2019/05/15,6 yrs 8 mths ,6,8,Carbuyer
674,Nissan Note 1.2 (A),81800,678,17856,10054,2020/07/25,7 yrs 10 mths ,7,10,Carbuyer
675,Toyota Previa 2.4 Aeras 7-seater Moonroof Luxury (A),169800,1407,20098,18808,2020/08/20,7 yrs 11 mths ,7,11,Carbuyer
676,Volvo XC40 T4 Momentum (A),164800,1366,23883,16480,2020/11/09,8 yrs 0 mths ,8,0,Carbuyer
677,Honda Jazz 1.5 RS (A),88800,768,59120,12008,2019/05/13,6 yrs 8 mths ,6,8,Carbuyer
678,Honda City 1.5 SV (A),78800,776,74582,12109,2018/06/25,5 yrs 9 mths ,5,9,Carbuyer
679,Mercedes-Benz C-Class Saloon Mild Hybrid C200 Avantgarde (A),169800,1407,38460,16980,2019/09/26,7 yrs 0 mths ,7,0,Carbuyer
680,Nissan Sylphy 1.6 Premium (A),77800,729,43000,11326,2018/10/31,6 yrs 1 mths ,6,1,Carbuyer
681,Mazda 3 Hatchback 1.5 Deluxe (A),88800,832,62000,13015,2018/10/23,6 yrs 1 mths ,6,1,Carbuyer
683,Honda Vezel 1.5A X Honda Sensing,79800,806,49000,13211,2018/06/04,5 yrs 7 mths ,5,7,Carbuyer
684,Hyundai Avante 1.6 A GLS S,84800,767,47000,12147,2019/01/28,6 yrs 4 mths ,6,4,Carbuyer
685,Toyota Sienta Hybrid 1.5 G 7-Seater Toyota Safety Sense (A),96800,965,68000,14746,2018/05/30,5 yrs 8 mths ,5,8,Carbuyer
686,Toyota Sienta Hybrid 1.5 G 7-Seater Toyota Safety Sense (A),114800,951,64000,14009,2020/02/28,7 yrs 5 mths ,7,5,Carbuyer
